2025-11-18 08:26:02.975 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-11-18 08:26:03.014 [main] INFO  c.s.ECommerceImageSystemApplication - Starting ECommerceImageSystemApplication using Java 17.0.13 with PID 10640 (D:\Java\e-commerce-image-project\e-commerce-image-system\target\classes started by 77639 in D:\Java\e-commerce-image-project)
2025-11-18 08:26:03.015 [main] INFO  c.s.ECommerceImageSystemApplication - No active profile set, falling back to 1 default profile: "default"
2025-11-18 08:26:03.604 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode
2025-11-18 08:26:03.606 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2025-11-18 08:26:03.629 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 11 ms. Found 0 Redis repository interfaces.
2025-11-18 08:26:04.213 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-11-18 08:26:04.222 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-11-18 08:26:04.223 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-11-18 08:26:04.223 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.46]
2025-11-18 08:26:04.292 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-11-18 08:26:04.293 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1253 ms
2025-11-18 08:26:05.294 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-11-18 08:26:05.306 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-11-18 08:26:05.313 [main] INFO  c.s.ECommerceImageSystemApplication - Started ECommerceImageSystemApplication in 2.6 seconds (process running for 3.2)
2025-11-18 08:26:41.058 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-11-18 08:26:41.058 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-11-18 08:26:41.059 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-11-18 08:26:41.078 [http-nio-8080-exec-1] INFO  com.sau.filter.JwtTokenFilter - JWT认证过滤器开始执行
2025-11-18 08:26:41.078 [http-nio-8080-exec-1] INFO  com.sau.filter.JwtTokenFilter - 请求路径：/login
2025-11-18 08:26:41.160 [http-nio-8080-exec-1] INFO  com.sau.controller.LoginController - 登录请求: 账号=zhaojinyu, rememberMe=false
2025-11-18 08:26:41.175 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-11-18 08:26:41.482 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@7621e855
2025-11-18 08:26:41.483 [http-nio-8080-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-11-18 08:26:41.831 [http-nio-8080-exec-1] INFO  c.sau.service.impl.AuthServiceImpl - 登录成功，用户信息: User(id=1, name=赵瑾瑜, username=zhaojinyu, account=null, password=$2a$12$kFEfURVVsiK7ulY7UvnreegZkQGJFSIzBIUno1dtEq9rHr3.LzREK, email=88888@qq.com, phone=18866668888, image=https://java-ai-sau.oss-cn-beijing.aliyuncs.com/2025/04/312b700a-e1c7-42bf-aa23-5db8dc7121a6.jpg, status=1, userType=0, createTime=null, updateTime=null)
2025-11-18 08:26:42.039 [http-nio-8080-exec-1] INFO  c.sau.service.impl.AuthServiceImpl - 生成accessToken：eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNDI2NTAyfQ.WRnehGNNhsetm6uABS4xYhUikP2LKALX9fTjUvNQUhQ
2025-11-18 08:26:42.457 [http-nio-8080-exec-1] INFO  com.sau.utils.RedisTokenUtils - 保存accessToken到Redis: access_token:1=eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNDI2NTAyfQ.WRnehGNNhsetm6uABS4xYhUikP2LKALX9fTjUvNQUhQ
2025-11-18 08:26:42.458 [http-nio-8080-exec-1] INFO  c.sau.service.impl.AuthServiceImpl - 生成refreshToken：eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNTEyMDAyfQ.GFjG7ZFDZd0HlXSnYzKDNOfUr3PW8X-cDLba50TRnZE
2025-11-18 08:26:42.459 [http-nio-8080-exec-1] INFO  com.sau.utils.RedisTokenUtils - 保存refreshToken到Redis: refresh_token:1=eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNTEyMDAyfQ.GFjG7ZFDZd0HlXSnYzKDNOfUr3PW8X-cDLba50TRnZE
2025-11-18 08:26:42.459 [http-nio-8080-exec-1] INFO  com.sau.controller.LoginController - 设置refreshToken到Cookie: eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNTEyMDAyfQ.GFjG7ZFDZd0HlXSnYzKDNOfUr3PW8X-cDLba50TRnZE
2025-11-18 08:26:42.462 [http-nio-8080-exec-1] INFO  com.sau.aop.OperationLogAspect - 记录操作日志: OperateLog(id=null, operateUserId=null, operateTime=2025-11-18T08:26:42.461478400, className=com.sau.controller.LoginController, methodName=login, methodParams=[LoginDTO(account=zhaojinyu, password=123456, rememberMe=false), org.springframework.web.context.request.async.StandardServletAsyncWebRequest$LifecycleHttpServletResponse@4d77e4b9], returnValue=Result(code=1, msg=null, data=LoginVO(username=zhaojinyu, avatar=https://java-ai-sau.oss-cn-beijing.aliyuncs.com/2025/04/312b700a-e1c7-42bf-aa23-5db8dc7121a6.jpg, token=eyJhbGciOiJIUzI1NiJ9.eyJ1c2VySWQiOjEsInVzZXJuYW1lIjoiemhhb2ppbnl1IiwiZXhwIjoxNzYzNDI2NTAyfQ.WRnehGNNhsetm6uABS4xYhUikP2LKALX9fTjUvNQUhQ)), costTime=1301)
2025-11-18 08:30:49.570 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-11-18 08:30:50.023 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-11-18 08:30:50.038 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-11-18 08:30:50.047 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
